"","X","SEX","RACE","RELIG","FUND","MARITAL","ATTEND","PREMARSX","XMARSEX","HOMOSEX","TEENSEX","ABANY","CAPPUN","GUNLAW","GRASS","PRAYER","NATCITY","NATHEAL","NATCRIME","NATDRUG","NATEDUC","NATRACE","NATFARE","NATROAD","NATMASS","CONCLERG","CONEDUC","CONFED","CONPRESS","CONJUDGE","CONLEGIS","FECHLD","FEHELP","FEPRESCH","FEFAM","RACDIF1","LIVEBLKS","MARBLK","DISCAFF","PARTY","IDEOLOGY","AGESUM","INCOME","EDUC2","REGION2","CITY","RURAL","PROT","NEWFUND"
"628",628,"female","White","Protestant","fundamentalist","Married","2-3 TIMES MONTH",NA,"Always wrong","Always wrong",NA,"No","Oppose","Oppose","Should not",NA,"Too much","About right","Too little","Too little","About right","Too little","Too little","About right","About right",NA,"some confidence",NA,"some confidence","Hardly confidnce","some confidence",NA,NA,NA,NA,NA,NA,NA,"Not very likely","Independent","liberal","60 or older",NA,"high school graduate","North Central","suburb of biggest 100 cities",0,1,3
"629",629,"female","White","Protestant","liberal","Never married","ONCE OR TWICE YR","Not wrong at all","Wrong sometimes","Not wrong at all","Wrong sometimes","Yes","Favor","Favor",NA,"Approve",NA,NA,NA,NA,NA,NA,NA,"Too little","About right",NA,NA,NA,NA,NA,NA,"Agree","Strong disagree","Strong disagree","Strong disagree","Yes","Somewhat Favor","Somewhat Favor","Somewhat likely","Independent","conservative","30 to 44","$35,000 to $59,000","some college","North Central","other urban county",0,1,1
"630",630,"male","White","Protestant","moderate","Divorced","ONCE A MONTH","Wrong sometimes",NA,NA,"Almst alwys wrng",NA,"Favor",NA,"Should not","Disapprove",NA,NA,NA,NA,NA,NA,NA,"Too little","About right","great confidence","great confidence","some confidence","some confidence","great confidence","some confidence","Agree","Disagree","Disagree","Disagree","Yes","Very Much Favor","Not Favor/Opposd",NA,"Republican","liberal","30 to 44","$35,000 to $59,000","some college","North Central","other urban county",0,1,NA
"631",631,"male","White","Protestant","fundamentalist","Separated","NEVER","Always wrong",NA,NA,"Always wrong",NA,NA,NA,"Should","Disapprove",NA,NA,NA,NA,NA,NA,NA,"Too little","Too much","some confidence","some confidence","some confidence","Hardly confidnce","some confidence","some confidence",NA,"Disagree","Disagree","Strong disagree","No","Somewhat Favor","Somewhat Opposed",NA,"Independent","liberal","30 to 44","under $20,000","some college","North Central","other urban county",0,1,3
"632",632,"male","White","Protestant","moderate","Widowed","NEVER",NA,"Always wrong","Always wrong",NA,"No","Oppose","Favor","Should not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hardly confidnce","some confidence","some confidence",NA,"Hardly confidnce",NA,NA,NA,NA,NA,NA,NA,NA,"Not very likely","Republican","conservative","60 or older","under $20,000","less than h.s. diploma","North Central","other urban county",0,1,NA
"633",633,"female","Black","Protestant","fundamentalist","Divorced","SEVERAL TIMES WK","Always wrong",NA,NA,"Always wrong",NA,NA,NA,"Should not","Disapprove",NA,NA,NA,NA,NA,NA,NA,"Too little","About right","some confidence","some confidence","some confidence","some confidence","some confidence","some confidence","Agree","Disagree","Disagree","Agree","Yes","Somewhat Favor","Somewhat Favor",NA,"Democrat","moderate","45 to 59","$20,000 to $34,999","high school graduate","North Central","suburb of biggest 100 cities",0,1,3
"634",634,"male","Black","Protestant","liberal","Never married","2-3 TIMES MONTH","Wrong sometimes","Always wrong","Always wrong","Always wrong","No","Oppose","Oppose",NA,"Disapprove","Too much","Too little","Too little","Too little","Too little","Too little","Too little","Too much","Too little",NA,NA,NA,NA,NA,NA,"Disagree","Disagree","Disagree","Disagree","Yes","Not Favor/Opposd","Very Much Favor","Not very likely","Independent","moderate","30 to 44","under $20,000","high school graduate","North Central","suburb of biggest 100 cities",0,1,1
"635",635,"male","White","None","liberal","Never married","NEVER","Not wrong at all","Not wrong at all","Not wrong at all","Wrong sometimes","Yes","Favor","Favor",NA,"Approve","About right","Too little","About right","About right","About right","Too little","Too little","Too little","Too little",NA,NA,NA,NA,NA,NA,"Agree","Strong disagree","Agree","Strong disagree","Yes","Not Favor/Opposd","Not Favor/Opposd","Not very likely","Independent","liberal","18 to 29","under $20,000","high school graduate","West","suburb of biggest 100 cities",0,0,1
"636",636,"female","White","Jewish","liberal","Never married","2-3 TIMES MONTH",NA,"Always wrong","Not wrong at all",NA,"Yes","Oppose","Favor","Should",NA,NA,NA,NA,NA,NA,NA,NA,"About right","About right","some confidence","some confidence","Hardly confidnce","some confidence","Hardly confidnce","Hardly confidnce",NA,NA,NA,NA,NA,NA,NA,"Somewhat likely","Democrat","liberal","45 to 59","under $20,000","some college","West","suburb of biggest 100 cities",0,0,1
"637",637,"male","White","Protestant","moderate","Married","ONCE OR TWICE YR",NA,"Always wrong","Always wrong",NA,"Yes","Favor","Favor","Should not",NA,NA,NA,NA,NA,NA,NA,NA,"About right","About right","some confidence","some confidence","some confidence","some confidence","some confidence","Hardly confidnce",NA,NA,NA,NA,NA,NA,NA,"Somewhat likely","Independent","moderate","60 or older","$20,000 to $34,999","high school graduate","West","suburb of biggest 100 cities",0,1,NA
"638",638,"female","White","Protestant","liberal","Married","SEVERAL TIMES YR","Not wrong at all","Always wrong","Always wrong","Always wrong","No","Favor","Oppose",NA,"Approve",NA,NA,NA,NA,NA,NA,NA,"Too much","About right",NA,NA,NA,NA,NA,NA,"Agree","Disagree","Disagree","Agree","Yes","Somewhat Opposed","Somewhat Favor","Somewhat likely","Democrat","conservative","30 to 44","$35,000 to $59,000","some college","West","suburb of biggest 100 cities",0,1,1
"639",639,"male","White","None","liberal","Married","LESS ONCE A YEAR",NA,"Always wrong","Always wrong",NA,"No","Favor","Oppose","Should not",NA,NA,NA,NA,NA,NA,NA,NA,"About right","Too much","Hardly confidnce","Hardly confidnce","great confidence","some confidence","some confidence","Hardly confidnce",NA,NA,NA,NA,NA,NA,NA,"Very likely","Republican","conservative","30 to 44","$20,000 to $34,999","high school graduate","West","suburb of biggest 100 cities",0,0,1
"640",640,"male","White","Catholic","moderate","Divorced","SEVERAL TIMES WK",NA,"Almst alwys wrng","Almst alwys wrng",NA,"No","Oppose","Favor","Should not",NA,"About right","Too little","About right","Too little","Too little","About right","About right","Too little","Too little","some confidence","great confidence","great confidence","great confidence","great confidence","some confidence",NA,NA,NA,NA,NA,NA,NA,"Somewhat likely","Republican","conservative","60 or older","$35,000 to $59,000","college graduate","West","suburb of biggest 100 cities",0,0,NA
"641",641,"male","White","Protestant","liberal","Married","SEVERAL TIMES YR","Wrong sometimes","Always wrong","Not wrong at all","Always wrong","Yes","Oppose","Favor",NA,NA,"About right","About right","Too little","Too little","Too little","About right","Too much","About right","Too little",NA,NA,NA,NA,NA,NA,"Agree","Disagree","Disagree","Disagree","No","Somewhat Opposed","Very Much Opposd","Not very likely","Independent","liberal","45 to 59","$60,000 or more","college graduate","West","suburb of biggest 100 cities",0,1,1
"642",642,"male","White","None","liberal","Never married","NEVER",NA,"Always wrong","Always wrong",NA,"No","Favor","Oppose","Should not",NA,NA,NA,NA,NA,NA,NA,NA,"Too little","About right","great confidence","some confidence","some confidence","great confidence","great confidence","some confidence",NA,NA,NA,NA,NA,NA,NA,"Not very likely","Republican","conservative","60 or older","under $20,000","high school graduate","West","suburb of biggest 100 cities",0,0,1
"643",643,"female","White","Catholic","moderate","Never married","ONCE OR TWICE YR","Not wrong at all","Always wrong","Wrong sometimes","Always wrong","Yes","Favor","Favor",NA,"Approve",NA,NA,NA,NA,NA,NA,NA,"Too little","Too much",NA,NA,NA,NA,NA,NA,"Agree","Strong disagree","Disagree","Strong disagree","No","Somewhat Opposed","Very Much Opposd","Somewhat likely","Independent","conservative","30 to 44","$35,000 to $59,000","college graduate","North Central","suburb of biggest 100 cities",0,0,NA
"644",644,"male","White","Other",NA,"Divorced","2-3 TIMES MONTH","Always wrong",NA,NA,"Always wrong",NA,"Favor",NA,"Should","Disapprove","About right","Too little","Too little","About right","Too little","About right","Too much","Too little","About right","some confidence","great confidence","Hardly confidnce",NA,"great confidence","Hardly confidnce","Disagree","Strong disagree","Disagree","Disagree","No","Not Favor/Opposd","Not Favor/Opposd",NA,"Republican","conservative","18 to 29","$60,000 or more","some college","North Central","suburb of biggest 100 cities",0,0,NA
"645",645,"female","White","Catholic","moderate","Married","ONCE OR TWICE YR",NA,"Always wrong","Not wrong at all",NA,"No","Favor","Favor","Should",NA,"About right","Too little","About right","Too little","Too little","Too much","Too little","About right","About right","some confidence","some confidence","Hardly confidnce","some confidence","some confidence","some confidence",NA,NA,NA,NA,NA,NA,NA,"Somewhat likely","Independent","liberal","18 to 29","$35,000 to $59,000","some college","North Central","suburb of biggest 100 cities",0,0,NA
"646",646,"male","White","None","liberal","Never married","NEVER","Not wrong at all",NA,NA,"Almst alwys wrng",NA,"Favor",NA,"Should","Disapprove",NA,NA,NA,NA,NA,NA,NA,"About right",NA,"great confidence","Hardly confidnce","some confidence","great confidence","great confidence","some confidence","Disagree","Disagree","Disagree","Agree","No","Not Favor/Opposd","Somewhat Opposed",NA,"Independent","conservative","18 to 29","under $20,000","high school graduate","North Central","suburb of biggest 100 cities",0,0,1
"647",647,"female","White","Catholic","moderate","Married","NEARLY EVERY WK","Not wrong at all","Always wrong",NA,"Almst alwys wrng","Yes","Oppose","Favor",NA,"Disapprove","About right","Too little",NA,"Too little","About right","About right","About right","Too little","About right",NA,NA,NA,NA,NA,NA,"Strongly agree","Strong disagree","Strong disagree","Strong disagree","No","Not Favor/Opposd","Not Favor/Opposd","Not very likely","Independent","moderate","30 to 44","$20,000 to $34,999","high school graduate","North Central","suburb of biggest 100 cities",0,0,NA
"648",648,"male","White","Catholic","moderate","Never married","LESS ONCE A YEAR","Not wrong at all",NA,NA,"Almst alwys wrng",NA,"Favor",NA,"Should","Disapprove",NA,NA,NA,NA,NA,NA,NA,"About right","About right","some confidence","some confidence","Hardly confidnce","some confidence","some confidence","some confidence","Strong disagree","Strongly agree","Strongly agree","Strongly agree","No","Somewhat Opposed","Somewhat Opposed",NA,"Independent","liberal","18 to 29","$20,000 to $34,999","some college","North Central","suburb of biggest 100 cities",0,0,NA
"649",649,"female","Black","Protestant","fundamentalist","Widowed","ONCE OR TWICE YR","Wrong sometimes",NA,NA,"Always wrong",NA,"Oppose",NA,"Should not","Disapprove","Too little","Too little","Too little","Too little","Too little",NA,NA,NA,NA,"some confidence","Hardly confidnce",NA,"some confidence","some confidence","Hardly confidnce","Agree","Disagree","Disagree","Disagree","Yes","Somewhat Opposed","Not Favor/Opposd",NA,"Democrat","conservative","45 to 59",NA,"high school graduate","North Central","suburb of biggest 100 cities",0,1,3
"650",650,"male","White","Other",NA,"Never married","ONCE OR TWICE YR",NA,"Always wrong","Not wrong at all",NA,"No","Oppose","Favor","Should",NA,"About right","About right","Too little","Too little","Too little","Too little","Too much","About right","About right","some confidence","some confidence","Hardly confidnce","Hardly confidnce","great confidence","some confidence",NA,NA,NA,NA,NA,NA,NA,"Somewhat likely","Independent","liberal","18 to 29","$20,000 to $34,999","high school graduate","North Central","suburb of biggest 100 cities",0,0,NA
"651",651,"female","White","Catholic","moderate","Married","EVERY WEEK","Almst alwys wrng","Always wrong","Not wrong at all","Always wrong","No","Favor","Favor",NA,"Approve",NA,NA,NA,NA,NA,NA,NA,"About right",NA,NA,NA,NA,NA,NA,NA,"Disagree","Agree","Agree","Agree","No","Somewhat Opposed","Very Much Opposd","Somewhat likely","Democrat","conservative","60 or older",NA,"high school graduate","North Central","suburb of biggest 100 cities",0,0,NA
"652",652,"male","Black","Protestant","fundamentalist","Married","SEVERAL TIMES WK","Always wrong",NA,NA,"Always wrong",NA,"Favor",NA,"Should not","Disapprove",NA,NA,NA,NA,NA,NA,NA,"Too little","About right","some confidence","some confidence","some confidence","some confidence","some confidence","some confidence","Agree","Disagree","Disagree","Disagree","No","Somewhat Favor","Very Much Favor",NA,"Independent","conservative","30 to 44","$60,000 or more","high school graduate","North Central","suburb of biggest 100 cities",0,1,3
"653",653,"male","White","Catholic","moderate","Married","NEVER","Not wrong at all",NA,NA,"Always wrong",NA,"Favor",NA,"Should","Disapprove",NA,NA,NA,NA,NA,NA,NA,"Too little","About right","Hardly confidnce","great confidence","Hardly confidnce","Hardly confidnce","some confidence",NA,NA,NA,NA,"Disagree",NA,"Very Much Opposd","Not Favor/Opposd",NA,"Democrat","conservative","60 or older","under $20,000","less than h.s. diploma","North Central","suburb of biggest 100 cities",0,0,NA
"654",654,"female","Black","Protestant","fundamentalist","Never married","2-3 TIMES MONTH","Almst alwys wrng","Always wrong","Always wrong","Always wrong","Yes","Favor","Favor",NA,"Approve","Too little","About right","Too little","Too little","About right","Too little","Too much","About right","Too little",NA,NA,NA,NA,NA,NA,"Agree","Disagree","Disagree","Strongly agree","No","Somewhat Favor","Very Much Favor","Somewhat likely","Democrat","liberal","18 to 29","$20,000 to $34,999","some college","South","suburb of biggest 100 cities",0,1,3
"655",655,"male","Black","Protestant","fundamentalist","Widowed","EVERY WEEK","Almst alwys wrng",NA,NA,"Almst alwys wrng",NA,"Favor",NA,"Should not",NA,"About right","Too much","Too little","Too little","Too little","Too little","About right","Too little","About right","some confidence","some confidence","some confidence","some confidence","some confidence",NA,"Disagree","Agree","Agree","Agree",NA,"Not Favor/Opposd","Very Much Favor",NA,"Democrat",NA,"60 or older","under $20,000","less than h.s. diploma","South","suburb of biggest 100 cities",0,1,3
